# r, Phi, Pi, A, delta
1.30062 -9.38729e-21 2.43019e-21 0.998943 -0.500003 
1.30078 -8.82394e-21 2.28851e-21 0.998944 -0.500003 
1.30093 -8.29348e-21 2.15487e-21 0.998945 -0.500003 
1.30109 -7.79406e-21 2.0288e-21 0.998946 -0.500003 
1.30125 -7.3239e-21 1.9099e-21 0.998947 -0.500003 
1.3014 -6.88134e-21 1.79777e-21 0.998948 -0.500003 
1.30156 -6.4648e-21 1.69204e-21 0.998949 -0.500003 
1.30172 -6.0728e-21 1.59235e-21 0.99895 -0.500003 
1.30188 -5.70394e-21 1.49837e-21 0.998951 -0.500003 
1.30203 -5.35688e-21 1.40977e-21 0.998952 -0.500003 
1.30219 -5.03038e-21 1.32627e-21 0.998953 -0.500003 
1.30235 -4.72325e-21 1.24758e-21 0.998954 -0.500003 
1.3025 -4.43437e-21 1.17342e-21 0.998955 -0.500003 
1.30266 -4.16269e-21 1.10355e-21 0.998956 -0.500003 
1.30282 -3.90721e-21 1.03772e-21 0.998957 -0.500003 
1.30298 -3.667e-21 9.75714e-22 0.998958 -0.500003 
1.30313 -3.44116e-21 9.17305e-22 0.998959 -0.500003 
1.30329 -3.22887e-21 8.62296e-22 0.99896 -0.500003 
1.30345 -3.02932e-21 8.10494e-22 0.998961 -0.500003 
1.3036 -2.84179e-21 7.61717e-22 0.998962 -0.500003 
1.30376 -2.66555e-21 7.15794e-22 0.998963 -0.500003 
1.30392 -2.49996e-21 6.72564e-22 0.998964 -0.500003 
1.30408 -2.34439e-21 6.31872e-22 0.998965 -0.500003 
1.30423 -2.19824e-21 5.93574e-22 0.998966 -0.500003 
1.30439 -2.06097e-21 5.57533e-22 0.998967 -0.500003 
1.30455 -1.93205e-21 5.2362e-22 0.998968 -0.500003 
1.3047 -1.81097e-21 4.91713e-22 0.998969 -0.500003 
1.30486 -1.69729e-21 4.61697e-22 0.99897 -0.500003 
1.30502 -1.59056e-21 4.33463e-22 0.998971 -0.500003 
1.30517 -1.49037e-21 4.06909e-22 0.998972 -0.500003 
1.30533 -1.39632e-21 3.81936e-22 0.998973 -0.500003 
1.30549 -1.30805e-21 3.58455e-22 0.998974 -0.500003 
1.30565 -1.22522e-21 3.36377e-22 0.998975 -0.500003 
1.3058 -1.1475e-21 3.15623e-22 0.998976 -0.500003 
1.30596 -1.07458e-21 2.96114e-22 0.998977 -0.500003 
1.30612 -1.00618e-21 2.77778e-22 0.998978 -0.500003 
1.30627 -9.42018e-22 2.60547e-22 0.998979 -0.500003 
1.30643 -8.81843e-22 2.44355e-22 0.99898 -0.500003 
1.30659 -8.25412e-22 2.29143e-22 0.998981 -0.500003 
1.30675 -7.725e-22 2.14852e-22 0.998982 -0.500003 
1.3069 -7.22893e-22 2.01429e-22 0.998983 -0.500003 
1.30706 -6.76391e-22 1.88821e-22 0.998984 -0.500003 
1.30722 -6.32803e-22 1.76982e-22 0.998985 -0.500003 
1.30737 -5.91952e-22 1.65864e-22 0.998986 -0.500003 
1.30753 -5.53672e-22 1.55427e-22 0.998987 -0.500003 
1.30769 -5.17804e-22 1.45629e-22 0.998987 -0.500003 
1.30785 -4.842e-22 1.36431e-22 0.998988 -0.500003 
1.308 -4.52722e-22 1.278e-22 0.998989 -0.500003 
1.30816 -4.23239e-22 1.19699e-22 0.99899 -0.500003 
1.30832 -3.95627e-22 1.12099e-22 0.998991 -0.500003 
1.30847 -3.69771e-22 1.04968e-22 0.998992 -0.500003 
1.30863 -3.45562e-22 9.82789e-23 0.998993 -0.500003 
1.30879 -3.22898e-22 9.20047e-23 0.998994 -0.500003 
1.30894 -3.01683e-22 8.61205e-23 0.998995 -0.500003 
1.3091 -2.81827e-22 8.06026e-23 0.998996 -0.500003 
1.30926 -2.63246e-22 7.5429e-23 0.998997 -0.500003 
1.30942 -2.45858e-22 7.05786e-23 0.998998 -0.500003 
1.30957 -2.2959e-22 6.6032e-23 0.998999 -0.500003 
1.30973 -2.14372e-22 6.17705e-23 0.999 -0.500003 
1.30989 -2.00138e-22 5.77769e-23 0.999001 -0.500003 
1.31004 -1.86825e-22 5.40347e-23 0.999002 -0.500003 
1.3102 -1.74375e-22 5.05285e-23 0.999003 -0.500003 
1.31036 -1.62735e-22 4.72439e-23 0.999004 -0.500003 
1.31052 -1.51852e-22 4.41672e-23 0.999005 -0.500003 
1.31067 -1.41679e-22 4.12857e-23 0.999006 -0.500003 
1.31083 -1.32171e-22 3.85873e-23 0.999007 -0.500003 
1.31099 -1.23285e-22 3.60606e-23 0.999008 -0.500003 
1.31114 -1.14982e-22 3.36952e-23 0.999009 -0.500003 
1.3113 -1.07224e-22 3.14808e-23 0.99901 -0.500003 
1.31146 -9.99765e-23 2.94082e-23 0.999011 -0.500003 
1.31161 -9.3207e-23 2.74686e-23 0.999012 -0.500003 
1.31177 -8.68846e-23 2.56536e-23 0.999013 -0.500003 
1.31193 -8.09806e-23 2.39554e-23 0.999014 -0.500003 
1.31209 -7.5468e-23 2.23667e-23 0.999014 -0.500003 
1.31224 -7.03215e-23 2.08807e-23 0.999015 -0.500003 
1.3124 -6.55173e-23 1.94909e-23 0.999016 -0.500003 
1.31256 -6.10334e-23 1.81913e-23 0.999017 -0.500003 
1.31271 -5.68489e-23 1.6976e-23 0.999018 -0.500003 
1.31287 -5.29443e-23 1.58399e-23 0.999019 -0.500003 
1.31303 -4.93014e-23 1.47779e-23 0.99902 -0.500003 
1.31319 -4.59031e-23 1.37853e-23 0.999021 -0.500003 
1.31334 -4.27333e-23 1.28576e-23 0.999022 -0.500003 
1.3135 -3.97772e-23 1.19908e-23 0.999023 -0.500003 
1.31366 -3.70206e-23 1.1181e-23 0.999024 -0.500003 
1.31381 -3.44504e-23 1.04244e-23 0.999025 -0.500003 
1.31397 -3.20544e-23 9.71778e-24 0.999026 -0.500003 
1.31413 -2.9821e-23 9.05783e-24 0.999027 -0.500003 
1.31429 -2.77395e-23 8.44157e-24 0.999028 -0.500003 
1.31444 -2.57998e-23 7.86618e-24 0.999029 -0.500003 
1.3146 -2.39925e-23 7.32903e-24 0.99903 -0.500003 
1.31476 -2.23088e-23 6.82763e-24 0.99903 -0.500003 
1.31491 -2.07404e-23 6.35968e-24 0.999031 -0.500003 
1.31507 -1.92797e-23 5.923e-24 0.999032 -0.500003 
1.31523 -1.79194e-23 5.51556e-24 0.999033 -0.500003 
1.31538 -1.66527e-23 5.13544e-24 0.999034 -0.500003 
1.31554 -1.54735e-23 4.78087e-24 0.999035 -0.500003 
1.3157 -1.43758e-23 4.45017e-24 0.999036 -0.500003 
1.31586 -1.33542e-23 4.14178e-24 0.999037 -0.500003 
1.31601 -1.24034e-23 3.85423e-24 0.999038 -0.500003 
1.31617 -1.15188e-23 3.58615e-24 0.999039 -0.500003 
1.31633 -1.06957e-23 3.33626e-24 0.99904 -0.500003 
1.31648 -9.93007e-24 3.10334e-24 0.999041 -0.500003 
1.31664 -9.21796e-24 2.88629e-24 0.999042 -0.500003 
1.3168 -8.55572e-24 2.68405e-24 0.999043 -0.500003 
1.31696 -7.93994e-24 2.49563e-24 0.999043 -0.500003 
1.31711 -7.36745e-24 2.32011e-24 0.999044 -0.500003 
1.31727 -6.83527e-24 2.15663e-24 0.999045 -0.500003 
1.31743 -6.34064e-24 2.00439e-24 0.999046 -0.500003 
1.31758 -5.88096e-24 1.86264e-24 0.999047 -0.500003 
1.31774 -5.45384e-24 1.73066e-24 0.999048 -0.500003 
1.3179 -5.05702e-24 1.60781e-24 0.999049 -0.500003 
1.31806 -4.6884e-24 1.49347e-24 0.99905 -0.500003 
1.31821 -4.34603e-24 1.38706e-24 0.999051 -0.500003 
1.31837 -4.02808e-24 1.28805e-24 0.999052 -0.500003 
1.31853 -3.73286e-24 1.19594e-24 0.999053 -0.500003 
1.31868 -3.45877e-24 1.11025e-24 0.999054 -0.500003 
1.31884 -3.20435e-24 1.03056e-24 0.999054 -0.500003 
1.319 -2.96821e-24 9.56445e-25 0.999055 -0.500003 
1.31915 -2.74907e-24 8.87534e-25 0.999056 -0.500003 
1.31931 -2.54575e-24 8.23469e-25 0.999057 -0.500003 
1.31947 -2.35711e-24 7.63918e-25 0.999058 -0.500003 
1.31963 -2.18214e-24 7.0857e-25 0.999059 -0.500003 
1.31978 -2.01985e-24 6.57136e-25 0.99906 -0.500003 
1.31994 -1.86936e-24 6.09347e-25 0.999061 -0.500003 
1.3201 -1.72983e-24 5.6495e-25 0.999062 -0.500003 
1.32025 -1.60048e-24 5.23711e-25 0.999063 -0.500003 
1.32041 -1.48058e-24 4.85411e-25 0.999063 -0.500003 
1.32057 -1.36946e-24 4.49845e-25 0.999064 -0.500003 
1.32073 -1.26649e-24 4.16824e-25 0.999065 -0.500003 
1.32088 -1.17109e-24 3.86169e-25 0.999066 -0.500003 
1.32104 -1.08271e-24 3.57715e-25 0.999067 -0.500003 
1.3212 -1.00085e-24 3.31308e-25 0.999068 -0.500003 
1.32135 -9.2504e-25 3.06805e-25 0.999069 -0.500003 
1.32151 -8.54845e-25 2.84071e-25 0.99907 -0.500003 
1.32167 -7.89856e-25 2.62983e-25 0.999071 -0.500003 
1.32183 -7.29698e-25 2.43423e-25 0.999072 -0.500003 
1.32198 -6.74019e-25 2.25284e-25 0.999072 -0.500003 
1.32214 -6.22494e-25 2.08465e-25 0.999073 -0.500003 
1.3223 -5.7482e-25 1.92872e-25 0.999074 -0.500003 
1.32245 -5.30716e-25 1.78419e-25 0.999075 -0.500003 
1.32261 -4.89921e-25 1.65023e-25 0.999076 -0.500003 
1.32277 -4.52192e-25 1.5261e-25 0.999077 -0.500003 
1.32292 -4.17304e-25 1.41109e-25 0.999078 -0.500003 
1.32308 -3.85048e-25 1.30454e-25 0.999079 -0.500003 
1.32324 -3.55231e-25 1.20586e-25 0.99908 -0.500003 
1.3234 -3.27671e-25 1.11446e-25 0.99908 -0.500003 
1.32355 -3.02203e-25 1.02984e-25 0.999081 -0.500003 
1.32371 -2.7867e-25 9.51491e-26 0.999082 -0.500003 
1.32387 -2.5693e-25 8.78967e-26 0.999083 -0.500003 
1.32402 -2.36849e-25 8.11844e-26 0.999084 -0.500003 
1.32418 -2.18303e-25 7.49729e-26 0.999085 -0.500003 
1.32434 -2.01177e-25 6.92258e-26 0.999086 -0.500003 
1.3245 -1.85365e-25 6.39092e-26 0.999087 -0.500003 
1.32465 -1.7077e-25 5.89916e-26 0.999087 -0.500003 
1.32481 -1.57298e-25 5.44437e-26 0.999088 -0.500003 
1.32497 -1.44866e-25 5.02385e-26 0.999089 -0.500003 
1.32512 -1.33395e-25 4.63508e-26 0.99909 -0.500003 
1.32528 -1.22813e-25 4.27571e-26 0.999091 -0.500003 
1.32544 -1.13052e-25 3.94357e-26 0.999092 -0.500003 
1.3256 -1.04051e-25 3.63664e-26 0.999093 -0.500003 
1.32575 -9.575e-26 3.35307e-26 0.999094 -0.500003 
1.32591 -8.80974e-26 3.09111e-26 0.999094 -0.500003 
1.32607 -8.10433e-26 2.84916e-26 0.999095 -0.500003 
1.32622 -7.45419e-26 2.62572e-26 0.999096 -0.500003 
1.32638 -6.85508e-26 2.41941e-26 0.999097 -0.500003 
1.32654 -6.3031e-26 2.22894e-26 0.999098 -0.500003 
1.32669 -5.79461e-26 2.05314e-26 0.999099 -0.500003 
1.32685 -5.32627e-26 1.89089e-26 0.9991 -0.500003 
1.32701 -4.89497e-26 1.74118e-26 0.999101 -0.500003 
1.32717 -4.49786e-26 1.60306e-26 0.999101 -0.500003 
1.32732 -4.13227e-26 1.47565e-26 0.999102 -0.500003 
1.32748 -3.79578e-26 1.35814e-26 0.999103 -0.500003 
1.32764 -3.4861e-26 1.24979e-26 0.999104 -0.500003 
1.32779 -3.20115e-26 1.14988e-26 0.999105 -0.500003 
1.32795 -2.939e-26 1.05779e-26 0.999106 -0.500003 
1.32811 -2.69787e-26 9.72909e-27 0.999107 -0.500003 
1.32827 -2.47611e-26 8.9469e-27 0.999107 -0.500003 
1.32842 -2.27219e-26 8.22621e-27 0.999108 -0.500003 
1.32858 -2.08471e-26 7.5623e-27 0.999109 -0.500003 
1.32874 -1.91238e-26 6.9508e-27 0.99911 -0.500003 
1.32889 -1.75399e-26 6.38767e-27 0.999111 -0.500003 
1.32905 -1.60845e-26 5.86916e-27 0.999112 -0.500003 
1.32921 -1.47473e-26 5.39183e-27 0.999113 -0.500003 
1.32936 -1.3519e-26 4.95247e-27 0.999113 -0.500003 
1.32952 -1.23909e-26 4.54813e-27 0.999114 -0.500003 
1.32968 -1.13549e-26 4.17609e-27 0.999115 -0.500003 
1.32984 -1.04038e-26 3.83383e-27 0.999116 -0.500003 
1.32999 -9.53065e-27 3.51901e-27 0.999117 -0.500003 
1.33015 -8.72929e-27 3.22948e-27 0.999118 -0.500003 
1.33031 -7.99392e-27 2.96326e-27 0.999119 -0.500003 
1.33046 -7.31923e-27 2.71851e-27 0.999119 -0.500003 
1.33062 -6.7003e-27 2.49355e-27 0.99912 -0.500003 
1.33078 -6.13264e-27 2.2868e-27 0.999121 -0.500003 
1.33094 -5.61209e-27 2.09682e-27 0.999122 -0.500003 
1.33109 -5.13482e-27 1.92229e-27 0.999123 -0.500003 
1.33125 -4.6973e-27 1.76198e-27 0.999124 -0.500003 
1.33141 -4.29631e-27 1.61475e-27 0.999124 -0.500003 
1.33156 -3.92884e-27 1.47956e-27 0.999125 -0.500003 
1.33172 -3.59217e-27 1.35545e-27 0.999126 -0.500003 
1.33188 -3.28376e-27 1.24153e-27 0.999127 -0.500003 
1.33204 -3.00129e-27 1.13698e-27 0.999128 -0.500003 
1.33219 -2.74263e-27 1.04105e-27 0.999129 -0.500003 
1.33235 -2.50581e-27 9.53046e-28 0.999129 -0.500003 
1.33251 -2.28902e-27 8.72321e-28 0.99913 -0.500003 
1.33266 -2.09062e-27 7.9829e-28 0.999131 -0.500003 
1.33282 -1.90906e-27 7.30409e-28 0.999132 -0.500003 
1.33298 -1.74295e-27 6.6818e-28 0.999133 -0.500003 
1.33313 -1.59101e-27 6.11141e-28 0.999134 -0.500003 
1.33329 -1.45204e-27 5.5887e-28 0.999134 -0.500003 
1.33345 -1.32498e-27 5.10976e-28 0.999135 -0.500003 
1.33361 -1.2088e-27 4.671e-28 0.999136 -0.500003 
1.33376 -1.10262e-27 4.26914e-28 0.999137 -0.500003 
1.33392 -1.00557e-27 3.90114e-28 0.999138 -0.500003 
1.33408 -9.16894e-28 3.56419e-28 0.999139 -0.500003 
1.33423 -8.35884e-28 3.25575e-28 0.999139 -0.500003 
1.33439 -7.61889e-28 2.97345e-28 0.99914 -0.500003 
1.33455 -6.94315e-28 2.71512e-28 0.999141 -0.500003 
1.33471 -6.32616e-28 2.47877e-28 0.999142 -0.500003 
1.33486 -5.76291e-28 2.26257e-28 0.999143 -0.500003 
1.33502 -5.24883e-28 2.06484e-28 0.999144 -0.500003 
1.33518 -4.7797e-28 1.88404e-28 0.999144 -0.500003 
1.33533 -4.35168e-28 1.71874e-28 0.999145 -0.500003 
1.33549 -3.96123e-28 1.56765e-28 0.999146 -0.500003 
1.33565 -3.60514e-28 1.42957e-28 0.999147 -0.500003 
1.33581 -3.28042e-28 1.30341e-28 0.999148 -0.500003 
1.33596 -2.98439e-28 1.18815e-28 0.999148 -0.500003 
1.33612 -2.71455e-28 1.08288e-28 0.999149 -0.500003 
1.33628 -2.46863e-28 9.86745e-29 0.99915 -0.500003 
1.33643 -2.24456e-28 8.98972e-29 0.999151 -0.500003 
1.33659 -2.04043e-28 8.18849e-29 0.999152 -0.500003 
1.33675 -1.85451e-28 7.45724e-29 0.999153 -0.500003 
1.3369 -1.6852e-28 6.78997e-29 0.999153 -0.500003 
1.33706 -1.53105e-28 6.1812e-29 0.999154 -0.500003 
1.33722 -1.39073e-28 5.62592e-29 0.999155 -0.500003 
1.33738 -1.26302e-28 5.11953e-29 0.999156 -0.500003 
1.33753 -1.14681e-28 4.6578e-29 0.999157 -0.500003 
1.33769 -1.04109e-28 4.23688e-29 0.999157 -0.500003 
1.33785 -9.44931e-29 3.85324e-29 0.999158 -0.500003 
1.338 -8.57483e-29 3.50365e-29 0.999159 -0.500003 
1.33816 -7.77973e-29 3.18514e-29 0.99916 -0.500003 
1.33832 -7.05695e-29 2.89502e-29 0.999161 -0.500003 
1.33848 -6.40005e-29 2.6308e-29 0.999161 -0.500003 
1.33863 -5.80313e-29 2.39021e-29 0.999162 -0.500003 
1.33879 -5.26083e-29 2.17119e-29 0.999163 -0.500003 
1.33895 -4.76825e-29 1.97185e-29 0.999164 -0.500003 
1.3391 -4.32092e-29 1.79044e-29 0.999165 -0.500003 
1.33926 -3.91476e-29 1.6254e-29 0.999165 -0.500003 
1.33942 -3.54606e-29 1.47527e-29 0.999166 -0.500003 
1.33958 -3.21143e-29 1.33874e-29 0.999167 -0.500003 
1.33973 -2.90779e-29 1.2146e-29 0.999168 -0.500003 
1.33989 -2.63232e-29 1.10174e-29 0.999169 -0.500003 
1.34005 -2.38246e-29 9.99167e-30 0.999169 -0.500003 
1.3402 -2.15587e-29 9.05956e-30 0.99917 -0.500003 
1.34036 -1.95043e-29 8.21272e-30 0.999171 -0.500003 
1.34052 -1.7642e-29 7.4435e-30 0.999172 -0.500003 
1.34067 -1.59542e-29 6.74494e-30 0.999173 -0.500003 
1.34083 -1.44249e-29 6.11066e-30 0.999173 -0.500003 
1.34099 -1.30395e-29 5.53488e-30 0.999174 -0.500003 
1.34115 -1.17846e-29 5.01231e-30 0.999175 -0.500003 
1.3413 -1.06483e-29 4.53813e-30 0.999176 -0.500003 
1.34146 -9.61958e-30 4.10795e-30 0.999177 -0.500003 
1.34162 -8.68838e-30 3.71776e-30 0.999177 -0.500003 
1.34177 -7.84566e-30 3.36393e-30 0.999178 -0.500003 
1.34193 -7.08319e-30 3.04312e-30 0.999179 -0.500003 
1.34209 -6.39345e-30 2.75233e-30 0.99918 -0.500003 
1.34225 -5.76965e-30 2.4888e-30 0.999181 -0.500003 
1.3424 -5.2056e-30 2.25002e-30 0.999181 -0.500003 
1.34256 -4.69569e-30 2.03371e-30 0.999182 -0.500003 
1.34272 -4.23482e-30 1.83781e-30 0.999183 -0.500003 
1.34287 -3.81836e-30 1.66042e-30 0.999184 -0.500003 
1.34303 -3.44211e-30 1.49982e-30 0.999184 -0.500003 
1.34319 -3.10226e-30 1.35447e-30 0.999185 -0.500003 
1.34335 -2.79536e-30 1.22294e-30 0.999186 -0.500003 
1.3435 -2.51828e-30 1.10394e-30 0.999187 -0.500003 
1.34366 -2.26816e-30 9.96307e-31 0.999188 -0.500003 
1.34382 -2.04244e-30 8.98969e-31 0.999188 -0.500003 
1.34397 -1.83878e-30 8.10963e-31 0.999189 -0.500003 
1.34413 -1.65506e-30 7.31413e-31 0.99919 -0.500003 
1.34429 -1.48937e-30 6.5952e-31 0.999191 -0.500003 
1.34444 -1.33997e-30 5.94562e-31 0.999191 -0.500003 
1.3446 -1.20529e-30 5.35884e-31 0.999192 -0.500003 
1.34476 -1.0839e-30 4.82889e-31 0.999193 -0.500003 
1.34492 -9.74526e-31 4.35038e-31 0.999194 -0.500003 
1.34507 -8.75989e-31 3.91841e-31 0.999195 -0.500003 
1.34523 -7.87239e-31 3.52855e-31 0.999195 -0.500003 
1.34539 -7.07322e-31 3.17676e-31 0.999196 -0.500003 
1.34554 -6.35374e-31 2.8594e-31 0.999197 -0.500003 
1.3457 -5.70616e-31 2.57316e-31 0.999198 -0.500003 
1.34586 -5.12341e-31 2.31505e-31 0.999198 -0.500003 
1.34602 -4.59913e-31 2.08236e-31 0.999199 -0.500003 
1.34617 -4.12756e-31 1.87263e-31 0.9992 -0.500003 
1.34633 -3.7035e-31 1.68364e-31 0.999201 -0.500003 
1.34649 -3.32224e-31 1.51337e-31 0.999201 -0.500003 
1.34664 -2.97955e-31 1.36002e-31 0.999202 -0.500003 
1.3468 -2.67158e-31 1.22192e-31 0.999203 -0.500003 
1.34696 -2.3949e-31 1.09759e-31 0.999204 -0.500003 
1.34711 -2.14637e-31 9.8568e-32 0.999204 -0.500003 
1.34727 -1.92319e-31 8.84977e-32 0.999205 -0.500003 
1.34743 -1.72281e-31 7.94377e-32 0.999206 -0.500003 
1.34759 -1.54294e-31 7.12885e-32 0.999207 -0.500003 
1.34774 -1.38153e-31 6.39604e-32 0.999208 -0.500003 
1.3479 -1.23672e-31 5.73721e-32 0.999208 -0.500003 
1.34806 -1.10682e-31 5.14503e-32 0.999209 -0.500003 
1.34821 -9.90338e-32 4.61288e-32 0.99921 -0.500003 
1.34837 -8.859e-32 4.13479e-32 0.999211 -0.500003 
1.34853 -7.92288e-32 3.70537e-32 0.999211 -0.500003 
1.34869 -7.08399e-32 3.31976e-32 0.999212 -0.500003 
1.34884 -6.3324e-32 2.97357e-32 0.999213 -0.500003 
1.349 -5.6592e-32 2.66284e-32 0.999214 -0.500003 
1.34916 -5.05635e-32 2.38401e-32 0.999214 -0.500003 
1.34931 -4.51663e-32 2.13386e-32 0.999215 -0.500003 
1.34947 -4.03355e-32 1.90949e-32 0.999216 -0.500003 
1.34963 -3.60126e-32 1.70831e-32 0.999217 -0.500003 
1.34979 -3.21451e-32 1.52795e-32 0.999217 -0.500003 
1.34994 -2.86861e-32 1.36629e-32 0.999218 -0.500003 
1.3501 -2.55929e-32 1.22145e-32 0.999219 -0.500003 
1.35026 -2.28277e-32 1.09169e-32 0.99922 -0.500003 
1.35041 -2.03563e-32 9.75471e-33 0.99922 -0.500003 
1.35057 -1.81479e-32 8.71413e-33 0.999221 -0.500003 
1.35073 -1.61752e-32 7.78263e-33 0.999222 -0.500003 
1.35088 -1.44133e-32 6.94898e-33 0.999223 -0.500003 
1.35104 -1.28401e-32 6.20308e-33 0.999223 -0.500003 
1.3512 -1.14357e-32 5.53587e-33 0.999224 -0.500003 
1.35136 -1.01825e-32 4.93918e-33 0.999225 -0.500003 
1.35151 -9.06426e-33 4.40571e-33 0.999226 -0.500003 
1.35167 -8.06682e-33 3.92887e-33 0.999226 -0.500003 
1.35183 -7.17733e-33 3.50275e-33 0.999227 -0.500003 
1.35198 -6.38431e-33 3.12206e-33 0.999228 -0.500003 
1.35214 -5.67746e-33 2.78204e-33 0.999228 -0.500003 
1.3523 -5.04759e-33 2.47842e-33 0.999229 -0.500003 
1.35246 -4.48645e-33 2.20737e-33 0.99923 -0.500003 
1.35261 -3.98668e-33 1.96546e-33 0.999231 -0.500003 
1.35277 -3.54167e-33 1.74961e-33 0.999231 -0.500003 
1.35293 -3.14552e-33 1.55707e-33 0.999232 -0.500003 
1.35308 -2.79296e-33 1.38536e-33 0.999233 -0.500003 
1.35324 -2.47927e-33 1.23226e-33 0.999234 -0.500003 
1.3534 -2.20025e-33 1.0958e-33 0.999234 -0.500003 
1.35356 -1.95212e-33 9.74198e-34 0.999235 -0.500003 
1.35371 -1.73152e-33 8.65863e-34 0.999236 -0.500003 
1.35387 -1.53544e-33 7.69374e-34 0.999237 -0.500003 
1.35403 -1.36122e-33 6.83458e-34 0.999237 -0.500003 
1.35418 -1.20644e-33 6.06977e-34 0.999238 -0.500003 
1.35434 -1.06898e-33 5.38911e-34 0.999239 -0.500003 
1.3545 -9.46931e-34 4.78352e-34 0.999239 -0.500003 
1.35465 -8.38594e-34 4.24485e-34 0.99924 -0.500003 
1.35481 -7.42454e-34 3.76583e-34 0.999241 -0.500003 
1.35497 -6.5716e-34 3.33998e-34 0.999242 -0.500003 
1.35513 -5.81509e-34 2.96149e-34 0.999242 -0.500003 
1.35528 -5.14429e-34 2.62518e-34 0.999243 -0.500003 
1.35544 -4.54963e-34 2.32644e-34 0.999244 -0.500003 
1.3556 -4.02264e-34 2.06114e-34 0.999245 -0.500003 
1.35575 -3.55572e-34 1.82559e-34 0.999245 -0.500003 
1.35591 -3.14214e-34 1.61653e-34 0.999246 -0.500003 
1.35607 -2.77591e-34 1.43101e-34 0.999247 -0.500003 
1.35623 -2.4517e-34 1.26644e-34 0.999247 -0.500003 
1.35638 -2.16475e-34 1.12049e-34 0.999248 -0.500003 
1.35654 -1.91087e-34 9.91087e-35 0.999249 -0.500003 
1.3567 -1.6863e-34 8.76385e-35 0.99925 -0.500003 
1.35685 -1.4877e-34 7.74744e-35 0.99925 -0.500003 
1.35701 -1.31214e-34 6.847e-35 0.999251 -0.500003 
1.35717 -1.15696e-34 6.04953e-35 0.999252 -0.500003 
1.35733 -1.01986e-34 5.34345e-35 0.999252 -0.500003 
1.35748 -8.9875e-35 4.71846e-35 0.999253 -0.500003 
1.35764 -7.918e-35 4.1654e-35 0.999254 -0.500003 
1.3578 -6.97381e-35 3.67613e-35 0.999255 -0.500003 
1.35795 -6.14047e-35 3.24342e-35 0.999255 -0.500003 
1.35811 -5.40518e-35 2.86082e-35 0.999256 -0.500003 
1.35827 -4.75659e-35 2.52264e-35 0.999257 -0.500003 
1.35842 -4.18464e-35 2.22381e-35 0.999257 -0.500003 
1.35858 -3.6804e-35 1.95981e-35 0.999258 -0.500003 
1.35874 -3.236e-35 1.72666e-35 0.999259 -0.500003 
1.3589 -2.84444e-35 1.5208e-35 0.99926 -0.500003 
1.35905 -2.49954e-35 1.33911e-35 0.99926 -0.500003 
1.35921 -2.19583e-35 1.17878e-35 0.999261 -0.500003 
1.35937 -1.92846e-35 1.03734e-35 0.999262 -0.500003 
1.35952 -1.69315e-35 9.12611e-36 0.999262 -0.500003 
1.35968 -1.48612e-35 8.02644e-36 0.999263 -0.500003 
1.35984 -1.30403e-35 7.0572e-36 0.999264 -0.500003 
1.36 -1.14391e-35 6.20319e-36 0.999265 -0.500003 
1.36015 -1.00316e-35 5.45092e-36 0.999265 -0.500003 
1.36031 -8.79463e-36 4.78846e-36 0.999266 -0.500003 
1.36047 -7.70793e-36 4.20526e-36 0.999267 -0.500003 
1.36062 -6.7535e-36 3.692e-36 0.999267 -0.500003 
1.36078 -5.91549e-36 3.24041e-36 0.999268 -0.500003 
1.36094 -5.17992e-36 2.84321e-36 0.999269 -0.500003 
1.3611 -4.53446e-36 2.49395e-36 0.999269 -0.500003 
1.36125 -3.96824e-36 2.18694e-36 0.99927 -0.500003 
1.36141 -3.47167e-36 1.91714e-36 0.999271 -0.500003 
1.36157 -3.03633e-36 1.68011e-36 0.999272 -0.500003 
1.36172 -2.65477e-36 1.47195e-36 0.999272 -0.500003 
1.36188 -2.32046e-36 1.28918e-36 0.999273 -0.500003 
1.36204 -2.02762e-36 1.12876e-36 0.999274 -0.500003 
1.36219 -1.7712e-36 9.88005e-37 0.999274 -0.500003 
1.36235 -1.54674e-36 8.64533e-37 0.999275 -0.500003 
1.36251 -1.3503e-36 7.56259e-37 0.999276 -0.500003 
1.36267 -1.17845e-36 6.6134e-37 0.999276 -0.500003 
1.36282 -1.02815e-36 5.78156e-37 0.999277 -0.500003 
1.36298 -8.96746e-37 5.05277e-37 0.999278 -0.500003 
1.36314 -7.8189e-37 4.41448e-37 0.999278 -0.500003 
1.36329 -6.81532e-37 3.85561e-37 0.999279 -0.500003 
1.36345 -5.93869e-37 3.36643e-37 0.99928 -0.500003 
1.36361 -5.1732e-37 2.9384e-37 0.999281 -0.500003 
1.36377 -4.50496e-37 2.56398e-37 0.999281 -0.500003 
1.36392 -3.92179e-37 2.23656e-37 0.999282 -0.500003 
1.36408 -3.41304e-37 1.95033e-37 0.999283 -0.500003 
1.36424 -2.96934e-37 1.70019e-37 0.999283 -0.500003 
1.36439 -2.5825e-37 1.48166e-37 0.999284 -0.500003 
1.36455 -2.24534e-37 1.29081e-37 0.999285 -0.500003 
1.36471 -1.95157e-37 1.12417e-37 0.999285 -0.500003 
1.36486 -1.69569e-37 9.78736e-38 0.999286 -0.500003 
1.36502 -1.47288e-37 8.51839e-38 0.999287 -0.500003 
